"projectID";"legalBasis";"title";"uniqueProgrammePart"
"101057067";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101057067";"HORIZON.2.4.4";"Advanced Materials";""
"101070939";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101056642";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101056642";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101056642";"HORIZON.2.5.6";"Industrial Competitiveness in Transport";""
"101069491";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101069491";"HORIZON.2.5.1";"Climate Science and Solutions";""
"101072686";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101058570";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101058570";"HORIZON.2.4.4";"Advanced Materials";""
"101069053";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101046815";"HORIZON.3.1.1";"The Pathfinder for Advanced Research";""
"101046815";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101070586";"HORIZON.2.3.3";"Cybersecurity";""
"101070586";"HORIZON.2.3";"Civil Security for Society";"true"
"101059870";"HORIZON.4.1.2";"Twinning";""
"101059870";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101070342";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070342";"HORIZON.2.4.2";"Key Digital Technologies";""
"101070589";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070589";"HORIZON.2.4.3";"Emerging enabling technologies";""
"101060958";"HORIZON.2.6.4";"Seas, Oceans and Inland Waters";""
"101060958";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101058200";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101060707";"HORIZON.2.6.4";"Seas, Oceans and Inland Waters";""
"101060707";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101060395";"HORIZON.4.1.2";"Twinning";""
"101060395";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101056875";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101056875";"HORIZON.2.5.1";"Climate Science and Solutions";""
"101063316";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101059373";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101069359";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101057746";"HORIZON.2.1";"Health";"true"
"101057746";"HORIZON.2.1.5";"Tools, Technologies and Digital Solutions for Health and Care, including personalised medicine";""
"101057437";"HORIZON.1.3";"Research infrastructures";"true"
"101057437";"HORIZON.1.3.3";"The innovation potential of European Research Infrastructures and activities for Innovation and Training";""
"101079355";"HORIZON.4.1.2";"Twinning";""
"101079355";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101075400";"HORIZON.2.5.2";"Energy Supply";""
"101075400";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101075400";"HORIZON.2.5.3";"Energy Systems and Grids";""
"101075400";"HORIZON.2.5.4";"Buildings and Industrial Facilities in Energy Transition";""
"101081615";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061011";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101057977";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101062923";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101069987";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101069987";"HORIZON.2.4.2";"Key Digital Technologies";""
"101068779";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062864";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065117";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067291";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101056815";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101056815";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101056815";"HORIZON.2.5.6";"Industrial Competitiveness in Transport";""
"101068764";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065422";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064872";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062730";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101059438";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101059438";"HORIZON.2.6.2";"Biodiversity and Natural Resources";""
"101064945";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101060568";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101060568";"HORIZON.2.6.2";"Biodiversity and Natural Resources";""
"101061747";"HORIZON.2.2";"Culture, creativity and inclusive society";"true"
"101061747";"HORIZON.2.2.2";"Cultural Heritage";""
"101079510";"HORIZON.4.1.2";"Twinning";""
"101079510";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101070396";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070396";"HORIZON.2.4.6";"Next Generation Internet";""
"101066647";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101079234";"HORIZON.4.1.2";"Twinning";""
"101079234";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101064078";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101060905";"HORIZON.2.6.3";"Agriculture, Forestry and Rural Areas";""
"101060905";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101066134";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061015";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101061015";"HORIZON.2.6.6";"Bio-based Innovation Systems in the EU Bioeconomy";""
"101063280";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101069994";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101069994";"HORIZON.2.4.5";"Artificial Intelligence and Robotics";""
"101056853";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101056853";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101056853";"HORIZON.2.5.6";"Industrial Competitiveness in Transport";""
"101074235";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101057394";"HORIZON.2.4.8";"Circular Industries";""
"101057394";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070038";"HORIZON.2.3.3";"Cybersecurity";""
"101070038";"HORIZON.2.3";"Civil Security for Society";"true"
"101070169";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070169";"HORIZON.2.4.2";"Key Digital Technologies";""
"101056939";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101056939";"HORIZON.2.5.1";"Climate Science and Solutions";""
"101065157";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064483";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063509";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068686";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062972";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065383";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065058";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068800";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101079778";"HORIZON.1.3";"Research infrastructures";"true"
"101079778";"HORIZON.1.3.1";"Consolidating and Developing the Landscape of European Research Infrastructures";""
"101058973";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062359";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101059916";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066659";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064680";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062349";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064513";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065330";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066651";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062962";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101060315";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101060942";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101083827";"HORIZON.2.5.2";"Energy Supply";""
"101083827";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101070302";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070302";"HORIZON.2.4.2";"Key Digital Technologies";""
"101064735";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066319";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101070556";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070556";"HORIZON.2.4.2";"Key Digital Technologies";""
"101060170";"HORIZON.4.1.2";"Twinning";""
"101060170";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101064251";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101059534";"HORIZON.4.1.2";"Twinning";""
"101059534";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101058178";"HORIZON.2.4.8";"Circular Industries";""
"101058178";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101060607";"HORIZON.2.6.4";"Seas, Oceans and Inland Waters";""
"101060607";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101070908";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101062504";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064707";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066799";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101060616";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101057693";"HORIZON.2.1";"Health";"true"
"101057693";"HORIZON.2.1.2";"Environmental and Social Health Determinants";""
"101061805";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068643";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101060816";"HORIZON.2.6.3";"Agriculture, Forestry and Rural Areas";""
"101060816";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101064161";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101056781";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101056781";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101056781";"HORIZON.2.5.6";"Industrial Competitiveness in Transport";""
"101068089";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101056907";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101056907";"HORIZON.2.5.1";"Climate Science and Solutions";""
"101066785";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066596";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064583";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101071247";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101071247";"HORIZON.4.1.6";"Further supporting actions";""
"101058509";"HORIZON.4.2";"Reforming and enhancing the European R&I System";"true"
"101058509";"HORIZON.4.2.7";"Citizen science";""
"101066750";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101060937";"HORIZON.2.6.4";"Seas, Oceans and Inland Waters";""
"101060937";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101057554";"HORIZON.2.1";"Health";"true"
"101057554";"HORIZON.2.1.2";"Environmental and Social Health Determinants";""
"101059546";"HORIZON.4.1.2";"Twinning";""
"101059546";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101061165";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101059418";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064192";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101060130";"HORIZON.4.1.2";"Twinning";""
"101060130";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101079789";"HORIZON.1.3";"Research infrastructures";"true"
"101079789";"HORIZON.1.3.1";"Consolidating and Developing the Landscape of European Research Infrastructures";""
"101059492";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101059492";"HORIZON.2.6.2";"Biodiversity and Natural Resources";""
"101066240";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101059867";"HORIZON.4.1.2";"Twinning";""
"101059867";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101063723";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065707";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064287";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066342";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064423";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101056661";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101056661";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101056661";"HORIZON.2.5.6";"Industrial Competitiveness in Transport";""
"101070030";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070030";"HORIZON.2.4.7";"Advanced Computing and Big Data";""
"101059852";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064340";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061343";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101059600";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063369";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061190";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101079859";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101079859";"HORIZON.2.5.4";"Buildings and Industrial Facilities in Energy Transition";""
"101070948";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101056682";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101056682";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101056682";"HORIZON.2.5.6";"Industrial Competitiveness in Transport";""
"101080025";"HORIZON.2.4.8";"Circular Industries";""
"101080025";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101058580";"HORIZON.2.4.1";"Manufacturing Technologies";""
"101058580";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101058673";"HORIZON.2.4.1";"Manufacturing Technologies";""
"101058673";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101075412";"HORIZON.2.5.2";"Energy Supply";""
"101075412";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101075412";"HORIZON.2.5.3";"Energy Systems and Grids";""
"101075412";"HORIZON.2.5.4";"Buildings and Industrial Facilities in Energy Transition";""
"101070162";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070162";"HORIZON.2.4.5";"Artificial Intelligence and Robotics";""
"101061307";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062258";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101088822";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101076868";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101076868";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101076868";"HORIZON.2.5.8";"Smart Mobility";""
"101058578";"HORIZON.2.4.1";"Manufacturing Technologies";""
"101058578";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101069665";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101069665";"HORIZON.2.5.1";"Climate Science and Solutions";""
"101059907";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101070320";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070320";"HORIZON.2.4.5";"Artificial Intelligence and Robotics";""
"101075408";"HORIZON.2.5.2";"Energy Supply";""
"101075408";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101075408";"HORIZON.2.5.3";"Energy Systems and Grids";""
"101075408";"HORIZON.2.5.4";"Buildings and Industrial Facilities in Energy Transition";""
"101058873";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101057524";"HORIZON.2.1";"Health";"true"
"101057524";"HORIZON.2.1.5";"Tools, Technologies and Digital Solutions for Health and Care, including personalised medicine";""
"101061028";"HORIZON.2.6.3";"Agriculture, Forestry and Rural Areas";""
"101061028";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101079342";"HORIZON.4.1.2";"Twinning";""
"101079342";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101071041";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101065440";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101059632";"HORIZON.2.6.5";"Food Systems";""
"101059632";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101068115";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061427";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101060591";"HORIZON.2.6.3";"Agriculture, Forestry and Rural Areas";""
"101060591";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101057103";"HORIZON.2.1";"Health";"true"
"101057103";"HORIZON.2.1.5";"Tools, Technologies and Digital Solutions for Health and Care, including personalised medicine";""
"101056909";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101056909";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101056909";"HORIZON.2.5.6";"Industrial Competitiveness in Transport";""
"101061610";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101069828";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101069828";"HORIZON.2.5.1";"Climate Science and Solutions";""
"101070487";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070487";"HORIZON.2.4.7";"Advanced Computing and Big Data";""
"101060814";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101060814";"HORIZON.2.6.6";"Bio-based Innovation Systems in the EU Bioeconomy";""
"101079206";"HORIZON.4.1.2";"Twinning";""
"101079206";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101069743";"HORIZON.2.5.9";"Energy Storage";""
"101069743";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101060423";"HORIZON.2.6.3";"Agriculture, Forestry and Rural Areas";""
"101060423";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101058522";"HORIZON.2.4.8";"Circular Industries";""
"101058522";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101059900";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101059900";"HORIZON.2.6.6";"Bio-based Innovation Systems in the EU Bioeconomy";""
"101064994";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101071314";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101071314";"HORIZON.4.1.6";"Further supporting actions";""
"101061195";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101079201";"HORIZON.4.1.2";"Twinning";""
"101079201";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101060280";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101060280";"HORIZON.2.6.6";"Bio-based Innovation Systems in the EU Bioeconomy";""
"101066324";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101079398";"HORIZON.4.1.2";"Twinning";""
"101079398";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101060588";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101060588";"HORIZON.2.6.6";"Bio-based Innovation Systems in the EU Bioeconomy";""
"101060774";"HORIZON.2.2";"Culture, creativity and inclusive society";"true"
"101060774";"HORIZON.2.2.2";"Cultural Heritage";""
"101063294";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101079396";"HORIZON.4.1.2";"Twinning";""
"101079396";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101078890";"HORIZON.4.1.2";"Twinning";""
"101078890";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101067882";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101072830";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063504";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101059372";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101059372";"HORIZON.2.6.7";"Circular Systems";""
"101069525";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101069525";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101069525";"HORIZON.2.5.8";"Smart Mobility";""
"101060474";"HORIZON.2.6.3";"Agriculture, Forestry and Rural Areas";""
"101060474";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101060840";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101069688";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101069688";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101069688";"HORIZON.2.5.8";"Smart Mobility";""
"101070516";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070516";"HORIZON.2.4.7";"Advanced Computing and Big Data";""
"101070441";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070441";"HORIZON.2.4.2";"Key Digital Technologies";""
"101060693";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101060693";"HORIZON.2.6.1";"Environmental Observation";""
"101064988";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101064988";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101064988";"HORIZON.2.5.8";"Smart Mobility";""
"101060179";"HORIZON.2.6.3";"Agriculture, Forestry and Rural Areas";""
"101060179";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101060645";"HORIZON.2.6.3";"Agriculture, Forestry and Rural Areas";""
"101060645";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101059411";"HORIZON.4.1.2";"Twinning";""
"101059411";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101072560";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101069898";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101069898";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101069898";"HORIZON.2.5.8";"Smart Mobility";""
"101069573";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101069573";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101069573";"HORIZON.2.5.8";"Smart Mobility";""
"101061911";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101073148";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101057450";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101067947";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067016";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101046041";"HORIZON.2.1";"Health";"true"
"101046041";"HORIZON.2.1.4";"Infectious Diseases, including poverty-related and neglected diseases";""
"101067017";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101070891";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101064805";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101060813";"HORIZON.2.6.3";"Agriculture, Forestry and Rural Areas";""
"101060813";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101062810";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101046667";"HORIZON.3.1.1";"The Pathfinder for Advanced Research";""
"101046667";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101069536";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101069536";"HORIZON.2.4.5";"Artificial Intelligence and Robotics";""
"101057726";"HORIZON.2.1";"Health";"true"
"101057726";"HORIZON.2.1.5";"Tools, Technologies and Digital Solutions for Health and Care, including personalised medicine";""
"101069764";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101069764";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101069764";"HORIZON.2.5.8";"Smart Mobility";""
"101066209";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101056858";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101056858";"HORIZON.2.5.1";"Climate Science and Solutions";""
"101067991";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062363";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065365";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101079345";"HORIZON.4.1.2";"Twinning";""
"101079345";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101067838";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065771";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063989";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065808";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064614";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061524";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101079303";"HORIZON.4.1.2";"Twinning";""
"101079303";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101059626";"HORIZON.2.6.3";"Agriculture, Forestry and Rural Areas";""
"101059626";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101079305";"HORIZON.4.1.2";"Twinning";""
"101079305";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101075572";"HORIZON.2.5.2";"Energy Supply";""
"101075572";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101070473";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070473";"HORIZON.2.4.7";"Advanced Computing and Big Data";""
"101060152";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101071329";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101071329";"HORIZON.4.1.6";"Further supporting actions";""
